ID;Name;Rarity;Element;Cost;Type;Subtype;Quick;Health;Abilities
M3R5117;Trade Deal;Common;Air;5{r};Action;None;True;;You draw two cards. You discard chosen card.
M3R5120;Wind Sword;Common;Air;5{r};Action;Weapon;True;;Your hero gains +2 {ac}.
M3R5141;Seadrake's Windmaker;Common;Air;7{a};Troop;Fardal;;14;At the start of your turn, your hero gains +10 {ap}.
M3R5142;Ship's Cook;Common;Air;5{a};Troop;Fardal;;10;When this enters the battlegrounds, all players create a Hardtack in their hand.
M3R5143;Seadrake's Sailripper;Common;Air;7{a};Troop;Fardal;;14;At the start of your turn, the enemy hero gains -10 {ap}.
M3R5146;Doomed Wayfinder;Common;Air;6{a};Troop;Rathos;;8;Whenever an enemy troop with 20 or more {h} enters the battlegrounds, return that troop to its owner's hand. Destroy this.
M3R5147;Lethe Mystic;Common;Air;7{a};Troop;Lethe;;10;Whenever you swipe an air chain, heal 1 {h} from all allied troops.
M3R5201;Ascend Earth;Uncommon;Air;10{r};Action;None;True;;Transform all allied {e} into {a}.
M3R5202;Air Crystal Vein;Uncommon;Air;5{r};Action;None;True;;Your hero gains +100 {ap}.
M3R5203;Aura's Bow;Uncommon;Air;15{r};Action;Weapon;True;;Your hero gains +1 {a}.
M3R5204;Trade Route Map;Uncommon;Air;7{a};Action;Map;;;All players draw three cards from their opponent's deck.
M3R5205;Velociraptor;Uncommon;Air;9{a};Troop;Beast;;15;At the start of any player's turn, deal five damage to a random other troop or hero.
M3R5206;Myriad Mushroom;Uncommon;Air;15{r};Troop;Mushroom;True;1;Whenever this is destroyed, return it to its owner's hand.
M3R5207;Bounty;Uncommon;Air;6{r};Action;None;True;;"Chosen enemy troop gains ""When this is destroyed, your opponent draws two cards""."
M3R5208;Lightning Charge;Uncommon;Air;5{a};Action;None;;;Destroy chosen troop. Its allied hero gains 1 {r} for each resource in the cost of the destroyed troop.
M3R5209;Fardal Sigil;Uncommon;Air;10{r};Action;Sigil;True;;Your hero gains +2 {ac}, +1 {wc} and  +1 {dc}.
M3R5210;Gale;Uncommon;Air;10{r};Action;None;True;;Destroy all allied crystals in the top row.
M3R5211;Aura's Honor Guard;Uncommon;Air;6{a};Troop;Skyfolk;;10;Whenever your hero is damaged, double the bonus of this.
M3R5212;Corax the Charred;Uncommon;Air;8{a};Troop;Skyfolk;;14;As long as this is damaged, double the bonus of this.
M3R5213;Thornlayer;Uncommon;Air;10{a};Troop;Skyfolk;;14;At the start of your turn, create a Caltrops in a random empty allied field.
M3R5214;Vasco, Cartograph;Uncommon;Air;7{a};Troop;Skyfolk;;14;Whenever you swipe a chain with 8 or more crystals in a circle, you create a random Map from the Relegatia set in your hand.
M3R5215;Mountainroot Trader;Uncommon;Air;5{a};Troop;Skyfolk;;10;At the start of any player's turn, that player draws a card. That player discards a card of their choice.
M3R5219;Hourglass;Uncommon;Air;0{r};Action;None;True;;Turn chosen action in your hand into a quick card.
M3R5221;Dawndancer Fly;Uncommon;Air;5{a};Troop;None;;10;
M3R5222;Duskchaser Moth;Uncommon;Air;5{a};Troop;None;;10;
M3R5223;Pheenix;Uncommon;Air;5{a};Troop;Bird;;10;
M3R5224;Pelican;Uncommon;Air;5{a};Troop;Bird;;10;
M3R5225;Solum Inhibitor;Uncommon;Air;8{a};Troop;Wall;;14;
M3R5241;Coastal Fisher;Uncommon;Air;6{a};Troop;Fardal;;10;Whenever you swipe a chain with 10 or more crystals, you draw a water card.
M3R5301;Windwalker;Rare;Air;7{a};Troop;None;;14;At the start of your turn, reverse the bonus of this.
M3R5302;Hallia;Rare;Air;10{a};Troop;None;;10;When this is destroyed, your hero gains +1 {a}.
M3R5303;Test of Time;Rare;Air;25{r};Action;None;True;;For this turn, you can play cards in your hand as quick cards.
M3R5304;Persea Euphoria;Rare;Air;0{r};Action;Fruit;True;;For this turn, double the bonus of all allied troops.
M3R5305;Giant Bee;Rare;Air;6{a};Troop;None;;9;Whenever you create one or more super crystals, transform a random allied {n} into {N}.
M3R5306;Pterodactyl;Rare;Air;12{a};Troop;Bird;;20;Whenever an enemy troop enters the battlegrounds, deal four damage to that troop.
M3R5308;On Blood-Red Wings;Rare;Air;0{r};Action;None;True;;Reverse gravity for you.
M3R5309;Cyclone;Rare;Air;10{a};Action;None;;;Return all troops to their owner's hand.
M3R5310;Tempest;Rare;Air;20{r};Action;None;True;;Destroy all allied crystals in the top half.
M3R5311;Irsia of the Rainbow;Rare;Air;5{a};Troop;Skyfolk;;9;At the start of your turn, transform a random allied crystal without a super crystal of the same element into {N}.
M3R5312;Ianthe, Evening's Herald;Rare;Air;7{a};Troop;Skyfolk;;14;At the start of your turn, transform a random allied {l} into {D}.
M3R5313;Daina, Heavenly Violinist;Rare;Air;7{a};Troop;Skyfolk;;14;You need 10 {r} less to draw a card.
M3R5314;Rhufhur, First to Fall;Rare;Air;6{a};Troop;Skyfolk;;13;When this enters the battlegrounds, reverse gravity.|When this is destroyed, reverse gravity.
M3R5315;The Old Summarch;Rare;Air;10{a};Troop;Skyfolk;;20;Whenever you draw a card, your hero gains 5 {r}.|Whenever you discard a card, your hero gains 5 {r}.
M3R5316;Galeblade;Rare;Air;15{r};Action;None;True;;Destroy all enemy earth crystals.
M3R5341;Makkarius Dreyhand;Rare;Air;9{a};Troop;Fardal;;16;Whenever an action is played by anyone, deal three damage to the opposite troop or hero.
M3R5342;Tollkeeper of Stormbreak;Rare;Air;7{a};Troop;Fardal;;13;Whenever your opponent draws a card, steal 5 {r} from your opponent.
M3R5343;Rymil, Farseeker;Rare;Air;10{a};Troop;Fardal;;16;When this enters the battlegrounds, you draw a Map.|Whenever you play a Map, change the bonus element of this to that card's element.
M3R5344;Harbormaster of Stormbreak;Rare;Air;5{a};Troop;Fardal;;10;At the start of your turn, you draw a card. You discard chosen card.
M3R5346;Spurrer from Schleif;Rare;Air;8{a};Troop;Rathos;;16;Whenever an other allied troop enters the battlegrounds, deal three damage to that troop. Increase the bonus of that troop by 1.
M3R5347;Aola, Dreaming of Flight;Rare;Air;7{a};Troop;Lethe;;14;At the start of any player's turn, reverse gravity for that player.
M3R5401;Boreas;Exceptional;Air;30{a};Troop;Dragon;;40;When this enters the battlegrounds, reverse gravity.|At the start of your turn, you draw a card for each allied air crystal in the top row.
M3R5402;Tormentor, the Scarred God;Exceptional;Air;18{a};Troop;GodOfPain;;30;Whenever this is damaged, if this survives, deal one damage to the opposite troop or hero for each  damage dealt.
M3R5403;Zephyra, Prodigy of Trade;Exceptional;Air;20{a};Troop;GoddessOfCreation;;24;At the start of your turn, you discard your hand. You draw three cards.
M3R5502;Mountain Map;Secret;Air;5{r};Action;Map;True;;You create a random air troop from the Relegatia set in your hand.
M3R5561;Kamacite Shard;Secret;Air;1{r};Action;None;True;;Transform a random allied {a} into {A}.
M3R5562;Bird Egg;Secret;Air;5{r};Troop;Egg;True;5;Countdown 2|Whenever the countdown reaches zero, destroy this. You create a random Bird from the Relegatia set in your hand.
M3R5563;Brooding Formel;Secret;Air;3{a};Troop;Bird;;3;
M3R5564;Crabapple;Secret;Air;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {ap}+200 {lp}. Heal 5 {h} from your hero.
M3R5565;Broccaeli;Secret;Air;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {ap}+200 {fp}. Heal 5 {h} from your hero.
M3R5567;Edelweiss Picker;Secret;Air;10{a};Troop;None;;10;When this enters the battlegrounds, create a Topaz Rose in a random empty allied field.
M3R5568;Wetlands Crofter;Secret;Air;9{a};Troop;Fardal;;9;When this enters the battlegrounds, you create a random air Fruit from the Relegatia set in your hand.
M3R5571;Stormangel's Supplicatio;Secret;Air;15{r};Action;Song;True;;For this turn, your hero gains +300 {ap}, -1 {at} and  +3 {ac}.
M3R6101;Burrow;Common;Earth;2{r};Action;None;True;;Transform chosen allied {e} into {E}.
M3R6102;Squirrel;Common;Earth;3{r};Troop;Squirrel;True;3;
M3R6103;Lioness;Common;Earth;4{e};Troop;Beast;;8;
M3R6104;Dreyhorn;Common;Earth;13{e};Troop;Beast;;20;
M3R6105;Turn to Earth;Common;Earth;3{r};Action;None;True;;Change the element of chosen allied crystal to earth.
M3R6106;Centurion's Helmet;Common;Earth;10{r};Action;Armor;True;;Chosen allied troop gains +5{h}.
M3R6107;Monolith Projectile;Common;Earth;15{r};Action;None;True;;Destroy all crystals in chosen line.
M3R6108;Poisoned Throwing Star;Common;Earth;8{r};Action;None;True;;Poison chosen troop for two damage per turn.
M3R6109;Strawberry;Common;Earth;7{r};Action;Fruit;True;;For this turn, your hero gains +300 {ep}. Heal 5 {h} from your hero.
M3R6110;Chanterelle;Common;Earth;5{r};Action;Mushroom;True;;Heal 10 {h} from your hero.
M3R6111;Tracker Hound;Common;Earth;4{e};Troop;Hunter;;8;
M3R6112;Fine Furrier;Common;Earth;7{e};Troop;Hunter;;10;Whenever an enemy troop is destroyed, chosen allied troop gains +5{h}.
M3R6113;Shellcracker;Common;Earth;8{e};Troop;Hunter;;13;
M3R6114;Beasthunter;Common;Earth;5{e};Troop;Hunter;;7;When this enters the battlegrounds, destroy a random enemy Beast.
M3R6115;Greenskeeper;Common;Earth;6{e};Troop;Hunter;;8;
M3R6117;Reinforcements;Common;Earth;5{e};Action;None;;;You draw two troops.
M3R6118;Mulga Snake;Common;Earth;8{e};Troop;Snake;;14;Whenever this is damaged, poison a random enemy troop for one damage per turn.
M3R6120;Leaf Sword;Common;Earth;5{r};Action;Weapon;True;;Your hero gains +2 {ec}.
M3R6141;Farmhand;Common;Earth;5{e};Troop;Burla;;9;
M3R6142;Logger from Tannhain;Common;Earth;7{e};Troop;Burla;;12;Whenever you swipe an earth chain, transform a random allied {e} into {E}.
M3R6146;Rathos Dervish;Common;Earth;8{e};Troop;Rathos;;12;At the start of any player's turn, deal one damage to the opposite troop or hero.
M3R6147;Defender of Durngard;Common;Earth;7{e};Troop;Rathos;;11;Whenever your hero is damaged, deal two damage to the opposite troop or hero.
M3R6201;Descend Air;Uncommon;Earth;10{r};Action;None;True;;Transform all allied {a} into {e}.
M3R6202;Earth Crystal Vein;Uncommon;Earth;5{r};Action;None;True;;Your hero gains +100 {ep}.
M3R6203;Axe of Ursus;Uncommon;Earth;15{r};Action;Weapon;True;;Your hero gains +1 {e}.
M3R6204;Prospector's Map;Uncommon;Earth;6{e};Action;Map;;;Transform all allied crystals in the bottom row into {N}.
M3R6205;Mossback Tortoise;Uncommon;Earth;8{e};Troop;Reptile;;14;When this is destroyed, you create a random Mushroom from the Relegatia set in your hand.
M3R6206;Bag of Nuts;Uncommon;Earth;6{r};Action;Fruit;True;;You create two Squirrel in your hand.
M3R6207;Kodiak Bear;Rare;Earth;7{e};Troop;Beast;;14;Whenever you swipe an air chain, deal one damage to the enemy hero.
M3R6208;Basilisk Eye;Uncommon;Earth;5{e};Action;None;;;Remove all bonuses and abilities from chosen troop.
M3R6209;Burla Sigil;Uncommon;Earth;10{r};Action;Sigil;True;;Your hero gains +2 {ec}, +1 {wc} and  +1 {lc}.
M3R6210;Tremor;Uncommon;Earth;10{r};Action;None;True;;Destroy all allied crystals in the bottom row.
M3R6211;Korok, the Irascible;Uncommon;Earth;9{e};Troop;Hunter;;14;Whenever this is damaged, your hero gains +1 {ec}.
M3R6212;Ralhara, Kennelmaster;Uncommon;Earth;7{e};Troop;Hunter;;7;When this enters the battlegrounds, you create a Tracker Hound in your hand.
M3R6213;Mareola of the Birdsong;Uncommon;Earth;4{e};Troop;Hunter;;4;When this enters the battlegrounds, you create a random Bird from the Relegatia set in your hand.
M3R6214;Okadra Silktouch;Uncommon;Earth;4{e};Troop;Hunter;;8;At the start of your turn, destroy all allied non-earth crystals in the bottom row.
M3R6215;Donavan, Glory Hound;Uncommon;Earth;8{e};Troop;Hunter;;12;As long as an enemy troop died during your last turn, you can play this as a quick card.
M3R6219;Running Boots;Uncommon;Earth;10{r};Action;None;True;;Turn chosen troop in your hand into a quick card.
M3R6221;Devourer Plant;Uncommon;Earth;5{e};Troop;Plant;;10;
M3R6222;Hyena;Uncommon;Earth;5{e};Troop;Beast;;10;
M3R6223;Flickerhorn Buffalo;Uncommon;Earth;5{e};Troop;Beast;;10;
M3R6224;Trilobite;Uncommon;Earth;5{e};Troop;None;;10;
M3R6225;Ventus Inhibitor;Uncommon;Earth;8{e};Troop;Wall;;14;
M3R6241;Old Sesser;Uncommon;Earth;8{e};Troop;Burla;;11;When this enters the battlegrounds, transform two random allied {e} into {E}.
M3R6246;Xambr Miner;Uncommon;Earth;7{e};Troop;Xambr;;10;When this enters the battlegrounds, destroy all allied crystals in the bottom half.
M3R6247;Slagsifter;Uncommon;Earth;5{e};Troop;Xambr;;9;At the start of your turn, destroy all allied {n} in the bottom row.
M3R6301;Schmottilie;Rare;Earth;7{e};Troop;Hunter;;9;At the start of your turn, you create a Squirrel in your hand.
M3R6302;Terra;Rare;Earth;10{e};Troop;None;;10;When this is destroyed, your hero gains +1 {e}.
M3R6303;Martyr's Memorial;Rare;Earth;5{r};Action;None;True;;"Remove all bonuses and abilities from chosen allied troop. That troop gains ""At the start of your turn, you draw a card""."
M3R6304;Champions Belt;Rare;Earth;8{e};Action;Armor;;;Chosen allied troop gains +15{h}. Double the bonus of that troop.
M3R6305;Thorned Tortoise;Rare;Earth;12{e};Troop;Reptile;;20;Whenever this is damaged, deal three damage to the enemy hero.
M3R6306;Basilisk;Rare;Earth;12{e};Troop;Reptile;;20;Whenever an other troop enters the battlegrounds, remove all bonuses and abilities from that troop.
M3R6307;Chiseled Armor;Rare;Earth;20{r};Action;Armor;True;;Chosen allied troop gains +10{h}.
M3R6308;Kaiser Beast;Rare;Earth;25{e};Troop;Beast;;30;At the start of your turn, deal four damage to all enemy troops.
M3R6309;Mass Extinction;Rare;Earth;10{e};Action;None;;;Poison all troops for three damage per turn.
M3R6310;Earthquake;Rare;Earth;20{r};Action;None;True;;Destroy all allied crystals in the bottom half.
M3R6311;Maresh and Marukh;Rare;Earth;10{e};Troop;Hunter;;18;Double the bonus of all allied troops.
M3R6312;Rietta, Master Archer;Rare;Earth;10{e};Troop;Hunter;;10;Whenever an enemy troop enters the battlegrounds, deal three damage to that troop.
M3R6313;Thursiel, the Thunder-Scarred;Rare;Earth;9{e};Troop;Hunter;;15;At the start of your turn, destroy all allied air crystals.
M3R6314;Flowergirl Aurette;Rare;Earth;5{e};Troop;Hunter;;8;At the start of your turn, transform a random allied {n} into {N}.
M3R6315;Zeruklith, Master in Theory;Rare;Earth;5{e};Troop;Hunter;;9;Whenever you swipe an earth chain with 5 or more crystals, you draw a Hunter.
M3R6316;Flintblade;Rare;Earth;15{r};Action;None;True;;Destroy all enemy air crystals.
M3R6341;Sesser's Daughter;Rare;Earth;8{e};Troop;Burla;;8;Whenever an other allied Burla enters the battlegrounds, you draw a card.
M3R6342;Linde, Greve of Silvertica;Rare;Earth;7{e};Troop;Burla;;13;Whenever your opponent draws a card from your deck, you draw a card from your opponent's deck.
M3R6343;Ursus of Tannhain;Rare;Earth;9{e};Troop;Burla;;15;Whenever enemy troop is damaged by an earth chain, poison that troop for one damage per turn.
M3R6401;Kalai;Exceptional;Earth;30{e};Troop;Dragon;;40;When this enters the battlegrounds, remove all bonuses and abilities from enemy troops.|At the start of your turn, transform all {N} into {E}.
M3R6402;Ratunnara, Wild Goddess;Exceptional;Earth;21{e};Troop;GoddessOfHatred;;26;As long as this has 25 or less {h}, double the bonus of this.|As long as this has 15 or less {h}, double the bonus of this.|As long as this has 5 or less {h}, double the bonus of this.
M3R6403;Machaon, War Healer;Exceptional;Earth;18{e};Troop;GodOfLife;;21;Whenever other allied troop or hero is damaged, heal 7 {h} from that .
M3R6502;Forest Map;Secret;Earth;5{r};Action;Map;True;;You create a random earth troop from the Relegatia set in your hand.
M3R6561;Pyroxene Shard;Secret;Earth;1{r};Action;None;True;;Transform a random allied {e} into {E}.
M3R6562;Reptile Egg;Secret;Earth;9{r};Troop;Egg;True;9;Countdown 2|Whenever the countdown reaches zero, destroy this. You create a random Reptile from the Relegatia set in your hand.
M3R6563;Shellegg Hauler;Secret;Earth;3{e};Troop;Reptile;;3;
M3R6564;Turnip;Secret;Earth;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {ep}+200 {dp}. Heal 5 {h} from your hero.
M3R6565;Onion;Secret;Earth;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {ep}+200 {wp}. Heal 5 {h} from your hero.
M3R6566;Kiwi;Secret;Earth;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {ep}+200 {ap}. Heal 5 {h} from your hero.
M3R6567;Wildflower Gatheress;Secret;Earth;10{e};Troop;Hunter;;10;When this enters the battlegrounds, create an Emerald Rose in a random empty allied field.
M3R6568;Sharecropper;Secret;Earth;9{e};Troop;Burla;;9;When this enters the battlegrounds, you create a random earth Fruit from the Relegatia set in your hand.
M3R6569;Tree of Many;Secret;Earth;20{e};Troop;Plant;;30;At the start of your turn, you create a random Fruit from the Relegatia set in your hand.
M3R6571;Hunting Hymn;Secret;Earth;15{r};Action;Song;True;;For this turn, your hero gains +300 {ep}, -1 {et} and  +3 {ec}.
M3R7101;Pickaxe;Common;Rainbow;0{r};Action;None;True;;Destroy chosen allied crystal.
M3R7102;Antidote;Common;Rainbow;5{r};Action;Potion;True;;Heal all poison from chosen troop.
M3R7103;Healing Water;Common;Rainbow;3{r};Action;Potion;True;;Heal 5 {h} from chosen allied troop.
M3R7104;Sword Dancer;Common;Rainbow;20{r};Troop;Lyrdhin;True;10;Whenever you swipe a chain, deal one damage to the enemy hero.
M3R7105;Master Painter;Common;Rainbow;30{r};Troop;Lyrdhin;True;14;At the start of your turn, change the bonus of this to the next element.
M3R7106;Monument;Common;Rainbow;15{r};Troop;Monument;True;8;When this enters the battlegrounds, the bonus of this becomes 2 {nc} of the last destroyed troop's element.
M3R7107;Streethealer;Common;Rainbow;16{r};Troop;None;True;8;At the start of your turn, heal 2 {h} from your hero.
M3R7108;Sweet Honey;Common;Rainbow;1{r};Action;None;True;;Heal 3 {h} from your hero.
M3R7109;Prismapple;Uncommon;Rainbow;15{r};Action;Fruit;True;;For this turn, your hero gains -1 {lt}, -1 {dt}, -1 {ft}, -1 {wt}, -1 {at} and  -1 {et}.
M3R7201;Charge Potion;Uncommon;Rainbow;0{r};Action;Potion;True;;Your hero gains 15 {r}.
M3R7202;Healing Potion;Uncommon;Rainbow;15{r};Action;Potion;True;;Heal 10 {h} from chosen allied troop.
M3R7203;Shovel;Uncommon;Rainbow;7{r};Action;None;True;;Destroy all crystals in chosen group of the same element.
M3R7204;Stinking Rich Patron;Uncommon;Rainbow;60{r};Troop;Lyrdhin;True;15;Whenever you swipe a chain with 10 or more crystals, your hero gains 20 {r}.
M3R7205;Many-Masked Mime;Uncommon;Rainbow;50{r};Troop;Lyrdhin;True;18;Whenever you play a card, change the bonus element of this to that card's element.
M3R7206;Old Hope;Uncommon;Rainbow;20{r};Troop;Lyrdhin;True;8;The cost of Lyrdhin in your hand is reduced by 10.
M3R7207;Rhymester of the Opera Infinita;Uncommon;Rainbow;40{r};Troop;Lyrdhin;True;13;At the start of your turn, if you have two neighboring rows that rhyme, you draw two cards.
M3R7209;Lyrdhin Sigil;Uncommon;Rainbow;15{r};Action;Sigil;True;;Your hero gains +1 {lc}, +1 {dc}, +1 {fc}, +1 {wc}, +1 {ac} and  +1 {ec}.
M3R7301;Regeneration Remedy;Rare;Rainbow;12{r};Action;Potion;True;;Chosen allied troop gains Healing 2.
M3R7302;Master of the Six Arts;Rare;Rainbow;40{r};Troop;Lyrdhin;True;16;At the start of your turn, if you have a super crystal of each element, you draw a card.
M3R7303;Skylha, Beloved Muse;Rare;Rainbow;50{r};Troop;Lyrdhin;True;14;At the start of your turn, transform all allied crystals so they rhyme with the top row.
M3R7304;Cordelius Thousandsong;Rare;Rainbow;40{r};Troop;Lyrdhin;True;20;Must be chosen if possible.|
M3R7305;Khadaka the Cliffcarver;Rare;Rainbow;30{r};Troop;Lyrdhin;True;12;Whenever an allied troop is destroyed, you create a Monument in your hand.
M3R7306;Vivia, Stormangel;Rare;Rainbow;40{r};Troop;Lyrdhin;True;20;Whenever other allied troop or hero is damaged, this is damaged instead.
M3R7307;Water of Lethe;Rare;Rainbow;20{r};Action;Potion;True;;Fully heal chosen troop. Remove all abilities from that troop.
M3R7401;Blubellie;Exceptional;Rainbow;30{r};Troop;Bellie;True;15;At the start of your turn, if there are at least 3 allied Bellies, you win the game.
M3R7402;Astral Elixir;Exceptional;Rainbow;30{r};Action;Potion;True;;Fully heal chosen allied troop.
M3R7403;Titania, Virtuoso of Games;Exceptional;Rainbow;70{r};Troop;GoddessOfJoy;True;25;At the start of your turn, if there are no cards in your hand, you create a card of each element in your hand.
M3R7404;Gola the Insatiable;Exceptional;Rainbow;40{r};Troop;GoddessOfSin;True;15;Countdown 7|Whenever the countdown reaches zero, you lose the game.|At the start of your turn, you draw a card.
M3R7405;Time Gate;Exceptional;Rainbow;10{r};Action;None;True;;You get an extra turn. Remove this from the game.
M3R7501;I.R.I.A.D.H.I.S.;Secret;Rainbow;50{r};Troop;AI;True;12;At the start of your turn, add a random card  in your opponent's hand to the encounter rewards.
M3R7502;Repliflecting Mirror;Secret;Rainbow;30{r};Action;None;True;;Remove this from the game. You create a copy of chosen card in your hand.
M3R7561;Reforged Star;Secret;Rainbow;2{r};Action;None;True;;Transform two random allied {n} of your hero's elements into {N}.
M3R7562;Egg Basket;Secret;Rainbow;8{r};Action;None;True;;You create two random Eggs from the Relegatia set in your hand.
M3R7566;Anniversary Cake;Secret;Rainbow;10{r};Action;None;True;;Heal 10 {h} from all troops and heroes.
M3R7568;Harvest Queen;Secret;Rainbow;40{r};Troop;Lyrdhin;;9;When this enters the battlegrounds, you create a random rose in your hand.|When this is destroyed, you create a random Fruit from the Relegatia set in your hand.
M3R7571;Janus, Triangle Virtuoso;Secret;Rainbow;30{r};Troop;Lyrdhin;True;10;When this enters the battlegrounds, you create a random Song from the Relegatia set in your hand.
